,Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
501,B-25967,119,-24,4,Furniture,Furnishings,COD
502,B-25691,75,-25,3,Clothing,Stole,UPI
503,B-25953,67,20,4,Clothing,T-shirt,UPI
504,B-25651,7,0,1,Clothing,Leggings,COD
505,B-25828,222,35,5,Clothing,Saree,Credit Card
506,B-25628,219,-9,4,Clothing,Saree,Credit Card
507,B-25703,42,-23,2,Furniture,Furnishings,UPI
508,B-25929,216,-135,3,Furniture,Chairs,Credit Card
509,B-25748,47,-21,2,Electronics,Electronic Games,COD
510,B-25610,68,-55,5,Electronics,Accessories,UPI
511,B-25903,74,33,2,Clothing,Shirt,Debit Card
512,B-25878,165,46,3,Furniture,Furnishings,COD
513,B-26056,101,11,2,Clothing,Hankerchief,UPI
514,B-26004,162,73,2,Electronics,Electronic Games,COD
515,B-25699,20,-22,1,Furniture,Furnishings,UPI
516,B-26053,162,55,3,Clothing,Stole,COD
517,B-25654,229,-23,2,Clothing,Saree,UPI
518,B-25954,27,0,2,Clothing,Leggings,COD
519,B-25910,685,7,7,Clothing,Trousers,UPI
520,B-26064,75,2,5,Clothing,Leggings,Debit Card
521,B-25983,161,-229,8,Furniture,Furnishings,COD
522,B-26002,71,19,3,Clothing,T-shirt,COD
523,B-25650,211,-105,2,Clothing,Saree,Credit Card
524,B-26043,79,5,6,Clothing,Hankerchief,Debit Card
525,B-25657,32,-22,5,Clothing,Saree,UPI
526,B-25838,161,40,3,Clothing,Stole,COD
527,B-25651,159,4,1,Clothing,Saree,COD
528,B-25808,210,-50,4,Clothing,Hankerchief,Credit Card
529,B-25973,79,39,2,Clothing,Shirt,Debit Card
530,B-25698,207,153,3,Clothing,Saree,Credit Card
531,B-25818,36,0,4,Clothing,Kurti,COD
532,B-26061,206,12,1,Electronics,Printers,Credit Card
533,B-25878,46,0,4,Clothing,Leggings,COD
534,B-26054,156,23,3,Clothing,Stole,COD
535,B-25809,154,54,3,Clothing,Hankerchief,COD
536,B-26042,36,15,3,Clothing,Stole,UPI
537,B-26008,206,51,4,Clothing,Hankerchief,Credit Card
538,B-25927,200,7,4,Electronics,Electronic Games,Credit Card
539,B-26008,199,-1,1,Clothing,Saree,Credit Card
540,B-25753,154,22,7,Clothing,T-shirt,COD
541,B-25948,152,23,3,Furniture,Furnishings,COD
542,B-26094,152,50,6,Clothing,Stole,COD
543,B-25654,122,-21,3,Furniture,Furnishings,UPI
544,B-25854,149,48,6,Clothing,Stole,COD
545,B-25623,149,-87,4,Clothing,Saree,COD
546,B-25985,197,20,4,Clothing,Kurti,Credit Card
547,B-25723,76,-54,3,Electronics,Electronic Games,COD
548,B-25751,221,-15,2,Electronics,Electronic Games,COD
549,B-26050,79,32,3,Clothing,Saree,Debit Card
550,B-25800,45,12,7,Clothing,Hankerchief,UPI
551,B-25673,149,-1,1,Clothing,Saree,COD
552,B-26002,80,22,3,Clothing,Stole,Debit Card
553,B-26009,195,12,9,Clothing,Shirt,Credit Card
554,B-25754,19,0,3,Clothing,Skirt,UPI
555,B-25953,81,41,3,Clothing,Stole,Debit Card
556,B-26039,83,34,5,Clothing,Shirt,Debit Card
557,B-26001,149,17,4,Furniture,Furnishings,COD
558,B-25620,193,46,1,Electronics,Printers,Credit Card
559,B-26051,85,24,10,Clothing,Hankerchief,Debit Card
560,B-25673,44,-17,5,Clothing,Saree,UPI
561,B-25721,149,-40,2,Electronics,Phones,COD
562,B-25764,26,0,2,Clothing,Kurti,COD
563,B-25645,86,0,4,Clothing,T-shirt,Debit Card
564,B-26066,86,22,2,Clothing,Saree,Debit Card
565,B-26003,79,16,3,Clothing,T-shirt,COD
566,B-25712,193,-275,3,Electronics,Phones,Credit Card
567,B-25796,148,0,3,Clothing,Saree,COD
568,B-25738,70,-14,2,Furniture,Furnishings,UPI
569,B-25771,148,59,3,Clothing,Hankerchief,COD
570,B-25950,190,19,9,Furniture,Furnishings,Credit Card
571,B-26038,52,14,2,Clothing,Stole,COD
572,B-26004,147,44,3,Clothing,Saree,COD
573,B-25896,190,68,8,Clothing,T-shirt,Credit Card
574,B-25601,80,-56,4,Electronics,Electronic Games,UPI
575,B-25952,147,48,3,Clothing,Saree,COD
576,B-25873,66,12,3,Clothing,Stole,COD
577,B-25844,86,8,2,Clothing,Saree,Debit Card
578,B-26054,88,19,2,Clothing,Shirt,Debit Card
579,B-25953,188,-193,2,Electronics,Electronic Games,Credit Card
580,B-25951,89,29,2,Clothing,Stole,UPI
581,B-26065,146,19,5,Clothing,Stole,COD
582,B-26033,143,32,1,Furniture,Bookcases,COD
583,B-25781,25,-1,4,Clothing,Kurti,COD
584,B-26043,30,12,3,Clothing,Skirt,UPI
585,B-25787,140,-58,4,Furniture,Furnishings,COD
586,B-25664,83,-48,1,Furniture,Bookcases,UPI
587,B-25825,140,6,5,Clothing,Saree,COD
588,B-25818,28,14,4,Clothing,Hankerchief,COD
589,B-25765,139,14,3,Clothing,Stole,COD
590,B-25853,30,14,3,Clothing,Hankerchief,UPI
591,B-26030,89,36,3,Clothing,Shirt,UPI
592,B-25730,187,30,4,Electronics,Accessories,Credit Card
593,B-26054,139,21,3,Electronics,Accessories,COD
594,B-25773,437,-14,2,Clothing,Saree,UPI
595,B-25717,138,-3,5,Clothing,Saree,COD
596,B-26010,85,13,2,Clothing,Shirt,UPI
597,B-25893,83,12,3,Clothing,Stole,UPI
598,B-26076,91,22,2,Clothing,Stole,UPI
599,B-25803,137,5,5,Clothing,Shirt,COD
600,B-25709,33,-12,7,Clothing,Saree,UPI
601,B-25755,134,-34,2,Furniture,Chairs,COD
602,B-25684,134,42,2,Furniture,Chairs,COD
603,B-25739,133,-56,2,Furniture,Chairs,COD
604,B-26081,93,-84,3,Clothing,Saree,UPI
605,B-25662,86,-21,1,Electronics,Electronic Games,UPI
606,B-25845,132,54,5,Clothing,Stole,COD
607,B-26085,132,-10,3,Clothing,Saree,COD
608,B-25745,132,-79,5,Furniture,Furnishings,COD
609,B-25999,93,-65,4,Clothing,Stole,UPI
610,B-26082,95,5,2,Clothing,Stole,UPI
611,B-26097,97,12,2,Clothing,Hankerchief,UPI
612,B-25731,131,-154,8,Furniture,Furnishings,COD
613,B-25625,97,29,2,Clothing,Hankerchief,UPI
614,B-25853,128,4,3,Clothing,Saree,COD
615,B-25703,186,241,9,Clothing,Shirt,Credit Card
616,B-26003,128,47,4,Clothing,Hankerchief,COD
617,B-25803,185,48,4,Clothing,Stole,Credit Card
618,B-25719,29,10,2,Clothing,Stole,COD
619,B-25883,127,29,3,Furniture,Furnishings,COD
620,B-25891,97,36,7,Clothing,Hankerchief,UPI
621,B-25821,125,0,3,Electronics,Accessories,COD
622,B-25646,299,-8,2,Clothing,Saree,COD
623,B-25874,124,54,5,Clothing,T-shirt,COD
624,B-25717,90,17,3,Clothing,Shirt,COD
625,B-26073,122,11,4,Clothing,Hankerchief,COD
626,B-25800,122,-66,9,Electronics,Accessories,COD
627,B-25991,90,30,2,Furniture,Chairs,UPI
628,B-25638,182,-11,3,Furniture,Bookcases,Credit Card
629,B-26021,122,59,7,Furniture,Furnishings,COD
630,B-25882,121,19,4,Clothing,Stole,COD
631,B-26053,120,1,1,Furniture,Chairs,COD
632,B-25951,120,23,5,Clothing,Stole,COD
633,B-25757,34,-11,5,Clothing,T-shirt,COD
634,B-25777,117,17,6,Clothing,Kurti,COD
635,B-26040,38,9,2,Clothing,Stole,COD
636,B-25696,117,-6,3,Electronics,Phones,COD
637,B-25977,180,54,4,Clothing,T-shirt,Credit Card
638,B-25743,99,-5,1,Clothing,Saree,UPI
639,B-25651,172,-103,3,Furniture,Chairs,EMI
640,B-25603,116,16,4,Clothing,Stole,COD
641,B-25696,116,-4,1,Clothing,Saree,COD
642,B-26037,171,68,7,Clothing,Stole,EMI
643,B-26098,46,14,5,Clothing,Skirt,COD
644,B-25697,115,-39,3,Clothing,Trousers,COD
645,B-25920,100,7,2,Clothing,T-shirt,UPI
646,B-25993,44,8,2,Clothing,Stole,COD
647,B-26089,139,14,3,Clothing,Kurti,COD
648,B-25960,171,-140,2,Furniture,Bookcases,EMI
649,B-25917,100,12,2,Clothing,T-shirt,UPI
650,B-25825,115,25,6,Clothing,Stole,COD
651,B-25696,168,-9,3,Clothing,Saree,COD
652,B-25972,115,47,2,Electronics,Accessories,COD
653,B-25602,168,-111,2,Electronics,Phones,EMI
654,B-25736,31,-7,5,Clothing,Skirt,UPI
655,B-26003,114,41,6,Furniture,Furnishings,COD
656,B-25970,111,9,4,Clothing,Stole,COD
657,B-25742,11,-8,2,Clothing,Skirt,UPI
658,B-25770,110,35,1,Furniture,Furnishings,COD
659,B-26098,59,15,2,Clothing,T-shirt,UPI
660,B-26050,166,27,2,Electronics,Accessories,EMI
661,B-25778,109,-6,6,Clothing,Saree,COD
662,B-25652,34,-6,4,Clothing,Leggings,COD
663,B-25999,109,40,1,Furniture,Furnishings,COD
664,B-25909,108,22,3,Electronics,Accessories,COD
665,B-25823,103,50,2,Furniture,Furnishings,UPI
666,B-25701,10,-8,2,Clothing,Skirt,COD
667,B-25855,90,17,3,Clothing,Hankerchief,COD
668,B-25654,105,46,2,Clothing,Stole,UPI
669,B-25623,105,20,2,Clothing,Stole,Debit Card
670,B-25641,22,-6,1,Furniture,Furnishings,COD
671,B-25852,105,-33,5,Clothing,Kurti,COD
672,B-25958,105,25,2,Clothing,Hankerchief,EMI
673,B-25802,25,-7,5,Clothing,Saree,UPI
674,B-25823,104,2,2,Furniture,Furnishings,COD
675,B-25834,16,5,1,Clothing,Stole,UPI
676,B-25678,64,-7,3,Clothing,Saree,COD
677,B-25774,38,-6,2,Furniture,Furnishings,UPI
678,B-25904,83,12,2,Furniture,Chairs,COD
679,B-25896,103,36,2,Clothing,Hankerchief,COD
680,B-25796,37,-6,1,Clothing,Saree,UPI
681,B-25934,105,33,6,Clothing,Saree,EMI
682,B-25750,78,-6,2,Furniture,Furnishings,UPI
683,B-25761,102,-90,1,Clothing,Saree,COD
684,B-25912,102,11,6,Clothing,T-shirt,COD
685,B-25751,10,-8,1,Clothing,Kurti,UPI
686,B-25656,101,18,9,Clothing,Skirt,COD
687,B-25647,42,-6,4,Clothing,Saree,UPI
688,B-25861,56,18,2,Clothing,Hankerchief,UPI
689,B-25802,95,5,2,Clothing,Stole,COD
690,B-25901,159,2,3,Furniture,Furnishings,EMI
691,B-25623,158,69,3,Clothing,Stole,EMI
692,B-25751,106,0,2,Electronics,Phones,EMI
693,B-26052,101,16,4,Clothing,T-shirt,COD
694,B-25886,107,37,3,Clothing,Shirt,COD
695,B-25804,156,36,5,Clothing,T-shirt,EMI
696,B-25734,108,-19,3,Electronics,Electronic Games,UPI
697,B-25610,107,-54,4,Clothing,Stole,EMI
698,B-25711,100,-58,4,Clothing,Hankerchief,COD
699,B-25985,108,26,4,Clothing,Shirt,UPI
700,B-25864,100,6,4,Clothing,Stole,COD
701,B-25648,100,-23,1,Electronics,Phones,COD
702,B-26086,43,17,2,Clothing,T-shirt,UPI
703,B-25835,155,26,3,Clothing,Stole,EMI
704,B-25949,151,9,3,Clothing,Hankerchief,EMI
705,B-25930,151,29,5,Clothing,Hankerchief,EMI
706,B-25655,110,-68,4,Clothing,Saree,EMI
707,B-25757,98,9,2,Furniture,Furnishings,COD
708,B-25655,97,-62,2,Clothing,Trousers,COD
709,B-26033,111,35,5,Clothing,Shirt,COD
710,B-26083,45,17,1,Electronics,Accessories,COD
711,B-25805,112,15,2,Furniture,Chairs,COD
712,B-25955,110,20,5,Clothing,Stole,Debit Card
713,B-25762,98,-5,2,Clothing,Saree,UPI
714,B-25919,110,12,7,Clothing,Stole,Debit Card
715,B-25853,95,11,4,Furniture,Furnishings,COD
716,B-25925,1228,14,3,Furniture,Chairs,UPI
717,B-26023,29,0,3,Furniture,Furnishings,COD
718,B-26055,94,27,2,Clothing,T-shirt,COD
719,B-25653,115,25,1,Electronics,Accessories,COD
720,B-25893,149,15,3,Clothing,Saree,EMI
721,B-26052,148,23,4,Clothing,Kurti,EMI
722,B-25830,93,15,2,Electronics,Accessories,COD
723,B-26040,113,24,4,Clothing,Hankerchief,Debit Card
724,B-25981,48,2,3,Clothing,Stole,COD
725,B-25954,148,9,1,Electronics,Electronic Games,UPI
726,B-25889,114,11,4,Clothing,T-shirt,Debit Card
727,B-25810,92,42,2,Clothing,Stole,COD
728,B-25637,117,14,3,Clothing,Shirt,UPI
729,B-25801,21,-10,4,Clothing,Leggings,COD
730,B-25783,33,-10,6,Clothing,Leggings,UPI
731,B-25697,114,8,3,Electronics,Accessories,Debit Card
732,B-26028,115,0,1,Electronics,Accessories,Debit Card
733,B-25851,90,29,5,Clothing,T-shirt,COD
734,B-25938,61,1,2,Furniture,Furnishings,COD
735,B-25820,119,1,1,Furniture,Chairs,COD
736,B-25850,117,36,2,Clothing,Trousers,Debit Card
737,B-25924,148,54,2,Furniture,Chairs,UPI
738,B-25609,249,-5,4,Clothing,Saree,COD
739,B-25898,147,73,3,Clothing,Stole,UPI
740,B-25814,118,35,7,Clothing,T-shirt,EMI
741,B-26087,119,56,7,Clothing,Saree,EMI
742,B-25901,90,27,2,Clothing,T-shirt,COD
743,B-26025,32,1,2,Clothing,Stole,COD
744,B-25631,89,-89,2,Furniture,Furnishings,COD
745,B-25954,146,66,1,Electronics,Phones,UPI
746,B-25956,89,-37,4,Clothing,Shirt,COD
747,B-26096,88,11,3,Electronics,Accessories,COD
748,B-25862,121,41,4,Clothing,Stole,EMI
749,B-26054,88,20,2,Clothing,Saree,COD
750,B-25698,87,-83,5,Clothing,Kurti,COD
751,B-25606,87,4,2,Clothing,Shirt,COD
752,B-25928,122,15,3,Electronics,Accessories,EMI
753,B-26005,87,10,3,Clothing,Stole,COD
754,B-25963,53,8,3,Furniture,Furnishings,UPI
755,B-25952,87,-32,9,Clothing,Skirt,COD
756,B-25683,86,-55,6,Clothing,Saree,COD
757,B-25914,125,22,3,Clothing,Stole,EMI
758,B-25828,128,-3,3,Clothing,Saree,Debit Card
759,B-25743,143,-124,5,Clothing,Saree,UPI
760,B-26085,86,22,2,Clothing,Saree,COD
761,B-25869,86,9,3,Clothing,Saree,COD
762,B-25773,85,-9,4,Clothing,Saree,COD
763,B-25700,129,-75,5,Clothing,Shirt,Debit Card
764,B-25921,84,-42,2,Electronics,Accessories,COD
765,B-25730,83,-81,3,Furniture,Chairs,COD
766,B-26083,143,6,2,Electronics,Accessories,UPI
767,B-25849,336,123,3,Electronics,Phones,UPI
768,B-25909,323,122,5,Electronics,Phones,UPI
769,B-26038,130,61,3,Clothing,Shirt,Debit Card
770,B-25999,152,-3,5,Clothing,Saree,COD
771,B-25928,25,10,1,Furniture,Furnishings,UPI
772,B-25878,140,15,5,Clothing,Stole,UPI
773,B-25843,45,0,2,Clothing,Stole,UPI
774,B-25959,132,49,3,Clothing,Shirt,COD
775,B-25630,133,12,5,Clothing,Stole,Debit Card
776,B-25858,82,13,2,Clothing,Shirt,COD
777,B-26096,140,56,4,Clothing,Shirt,UPI
778,B-25838,81,19,7,Clothing,Hankerchief,COD
779,B-25943,137,38,5,Clothing,Hankerchief,Debit Card
780,B-25780,137,-41,3,Electronics,Phones,Debit Card
781,B-25949,140,57,2,Clothing,Trousers,Debit Card
782,B-25892,139,30,3,Clothing,Shirt,UPI
783,B-26054,138,11,5,Clothing,Stole,UPI
784,B-25988,79,-124,9,Clothing,Skirt,COD
785,B-25939,136,41,3,Electronics,Accessories,UPI
786,B-26083,145,16,3,Clothing,T-shirt,Debit Card
787,B-26078,44,20,2,Clothing,T-shirt,UPI
788,B-25902,79,6,7,Clothing,Saree,COD
789,B-25676,79,36,4,Clothing,Shirt,COD
790,B-26016,134,-13,3,Electronics,Electronic Games,UPI
791,B-25950,133,5,5,Clothing,Stole,UPI
792,B-26056,47,20,7,Clothing,Hankerchief,UPI
793,B-25645,133,-42,1,Electronics,Printers,UPI
794,B-25906,78,27,3,Clothing,Stole,COD
795,B-26017,78,7,1,Furniture,Chairs,COD
796,B-25644,76,-92,8,Furniture,Furnishings,COD
797,B-25679,76,-50,1,Clothing,Saree,COD
798,B-25854,76,19,3,Clothing,Hankerchief,COD
799,B-25670,74,29,3,Clothing,Stole,COD
800,B-25792,74,-25,3,Clothing,Stole,COD
801,B-25808,146,-63,3,Electronics,Electronic Games,Debit Card
802,B-25750,73,-31,1,Furniture,Bookcases,COD
803,B-26051,80,22,3,Clothing,Stole,UPI
804,B-26076,133,46,5,Clothing,Shirt,EMI
805,B-25946,146,7,2,Electronics,Phones,Debit Card
806,B-25648,130,-41,4,Clothing,Saree,EMI
807,B-25992,141,41,3,Clothing,Shirt,UPI
808,B-25848,147,21,3,Furniture,Furnishings,Debit Card
809,B-25697,73,-7,1,Electronics,Phones,COD
810,B-25659,148,72,7,Clothing,T-shirt,Debit Card
811,B-25716,58,0,4,Clothing,Saree,UPI
812,B-25652,21,-13,3,Clothing,Leggings,UPI
813,B-26093,148,25,3,Clothing,Saree,Debit Card
814,B-25725,144,-7,4,Electronics,Electronic Games,COD
815,B-25661,145,-104,5,Furniture,Chairs,UPI
816,B-25693,72,-49,1,Electronics,Phones,COD
817,B-25910,125,15,5,Clothing,Shirt,EMI
818,B-25943,149,15,3,Clothing,Saree,Debit Card
819,B-26100,72,16,2,Clothing,Shirt,COD
820,B-25830,71,0,8,Clothing,Skirt,COD
821,B-25932,71,-14,4,Furniture,Furnishings,COD
822,B-25929,154,-85,3,Furniture,Chairs,EMI
823,B-25708,191,13,8,Furniture,Furnishings,COD
824,B-25921,170,19,5,Clothing,T-shirt,UPI
825,B-25755,47,-3,2,Clothing,Stole,UPI
826,B-25640,122,-47,4,Clothing,Saree,EMI
827,B-25838,70,26,5,Clothing,Hankerchief,COD
828,B-26025,155,5,3,Clothing,Stole,EMI
829,B-25789,67,-86,9,Furniture,Furnishings,COD
830,B-25697,67,-42,3,Clothing,Stole,COD
831,B-25797,148,-101,2,Furniture,Bookcases,UPI
832,B-26064,122,38,6,Clothing,T-shirt,Credit Card
833,B-25732,16,-5,2,Clothing,Stole,UPI
834,B-25654,121,-17,3,Furniture,Furnishings,Credit Card
835,B-25750,42,-15,12,Clothing,Skirt,UPI
836,B-25751,65,-4,6,Clothing,Hankerchief,COD
837,B-25889,119,-43,7,Clothing,Kurti,Credit Card
838,B-25683,155,56,3,Furniture,Furnishings,EMI
839,B-25602,119,-5,8,Clothing,Saree,Credit Card
840,B-25871,118,25,4,Clothing,Hankerchief,Credit Card
841,B-25953,116,22,1,Electronics,Accessories,Credit Card
842,B-25950,158,-29,10,Clothing,Hankerchief,EMI
843,B-26091,158,69,3,Clothing,Stole,EMI
844,B-25753,65,-52,3,Electronics,Accessories,COD
845,B-25611,160,-59,2,Clothing,Saree,EMI
846,B-25935,162,20,3,Furniture,Chairs,EMI
847,B-25886,63,1,4,Clothing,T-shirt,COD
848,B-25833,64,27,5,Clothing,Hankerchief,UPI
849,B-25665,166,-113,4,Electronics,Accessories,EMI
850,B-25694,167,43,7,Clothing,T-shirt,EMI
851,B-25668,123,17,3,Furniture,Furnishings,COD
852,B-25945,63,14,2,Clothing,Shirt,COD
853,B-25954,891,0,5,Clothing,Saree,COD
854,B-25818,75,28,9,Clothing,Hankerchief,UPI
855,B-25861,62,6,5,Clothing,Hankerchief,COD
856,B-25721,29,-18,7,Clothing,Skirt,UPI
857,B-26024,168,18,6,Clothing,Stole,Debit Card
858,B-26056,70,24,3,Clothing,Stole,UPI
859,B-26050,169,55,4,Clothing,Saree,Debit Card
860,B-25708,32,-8,2,Clothing,Stole,COD
861,B-25651,44,-8,3,Clothing,Stole,UPI
862,B-25616,116,-56,5,Clothing,Stole,Credit Card
863,B-25827,156,21,3,Furniture,Chairs,COD
864,B-25996,62,6,6,Clothing,Skirt,COD
865,B-25830,54,1,2,Clothing,Saree,UPI
866,B-25951,111,11,9,Clothing,Hankerchief,Credit Card
867,B-25713,158,-63,4,Furniture,Chairs,UPI
868,B-25678,7,-3,2,Clothing,Skirt,UPI
869,B-25901,61,28,2,Clothing,Hankerchief,UPI
870,B-25798,61,-50,4,Clothing,Hankerchief,COD
871,B-25902,154,26,4,Electronics,Accessories,COD
872,B-25851,62,1,3,Clothing,Saree,COD
873,B-25944,169,38,3,Clothing,Saree,Debit Card
874,B-25939,61,18,2,Electronics,Accessories,COD
875,B-25656,61,-23,2,Clothing,Saree,COD
876,B-25695,171,14,9,Clothing,Shirt,Debit Card
877,B-25781,60,-49,8,Clothing,Hankerchief,COD
878,B-25783,25,-11,1,Clothing,Stole,UPI
879,B-25867,163,26,4,Clothing,Shirt,COD
880,B-25993,173,86,1,Electronics,Printers,Debit Card
881,B-25755,257,-3,2,Furniture,Bookcases,UPI
882,B-25880,108,37,2,Clothing,Stole,Credit Card
883,B-25941,177,41,4,Clothing,Shirt,Debit Card
884,B-25757,106,15,7,Clothing,Hankerchief,Credit Card
885,B-25754,41,-14,5,Clothing,Leggings,UPI
886,B-25653,168,-10,3,Electronics,Accessories,UPI
887,B-25821,60,21,4,Clothing,Stole,COD
888,B-25706,31,-11,4,Clothing,Stole,COD
889,B-26064,179,0,2,Clothing,Saree,Debit Card
890,B-25803,106,12,3,Clothing,Trousers,Credit Card
891,B-26076,60,13,2,Clothing,T-shirt,COD
892,B-25603,180,5,3,Clothing,Trousers,Debit Card
893,B-25903,60,-10,2,Furniture,Furnishings,COD
894,B-25938,59,25,3,Clothing,Stole,COD
895,B-25868,170,73,2,Electronics,Accessories,UPI
896,B-25956,59,10,2,Clothing,Hankerchief,COD
897,B-25652,24,-21,7,Clothing,Skirt,COD
898,B-25883,105,-26,8,Clothing,Leggings,Credit Card
899,B-26096,103,46,2,Clothing,Saree,Credit Card
900,B-25969,171,17,6,Clothing,T-shirt,UPI
901,B-25951,102,13,2,Clothing,Stole,Credit Card
902,B-25855,98,12,2,Clothing,Hankerchief,Credit Card
903,B-26091,59,10,4,Clothing,Leggings,COD
904,B-25954,189,60,4,Furniture,Furnishings,Debit Card
905,B-25763,58,-52,3,Furniture,Chairs,COD
906,B-25945,60,3,3,Clothing,Saree,UPI
907,B-25740,58,-8,2,Clothing,Saree,COD
908,B-25818,94,20,2,Furniture,Furnishings,UPI
909,B-25603,193,-166,3,Clothing,Saree,EMI
910,B-25964,199,0,4,Clothing,Stole,EMI
911,B-25930,202,89,9,Clothing,T-shirt,EMI
912,B-25930,58,17,2,Clothing,Hankerchief,COD
913,B-25879,57,-28,2,Clothing,Kurti,COD
914,B-25903,204,-94,4,Clothing,Hankerchief,EMI
915,B-25614,98,-12,2,Electronics,Electronic Games,Credit Card
916,B-25750,22,-12,3,Clothing,Stole,COD
917,B-25852,97,17,2,Clothing,Stole,Credit Card
918,B-26008,57,24,5,Clothing,Leggings,COD
919,B-26092,97,14,2,Clothing,T-shirt,Credit Card
920,B-25689,97,17,2,Clothing,Stole,Credit Card
921,B-25730,96,22,5,Clothing,Stole,Credit Card
922,B-25885,94,27,2,Clothing,Shirt,Credit Card
923,B-25999,26,-17,1,Clothing,Stole,COD
924,B-26011,93,44,2,Clothing,Stole,Credit Card
925,B-25754,93,-65,4,Clothing,Stole,Credit Card
926,B-26030,92,5,6,Clothing,Hankerchief,Credit Card
927,B-25851,57,27,2,Clothing,T-shirt,COD
928,B-25870,57,7,3,Furniture,Furnishings,COD
929,B-26074,57,21,4,Clothing,Leggings,COD
930,B-25861,128,4,3,Clothing,Saree,COD
931,B-25797,89,-4,5,Clothing,Saree,Credit Card
932,B-25993,221,26,7,Furniture,Furnishings,COD
933,B-25799,205,-119,3,Clothing,Saree,Debit Card
934,B-25721,191,51,5,Clothing,Shirt,UPI
935,B-26056,206,18,4,Clothing,Hankerchief,Debit Card
936,B-25743,56,0,4,Clothing,Hankerchief,COD
937,B-25854,88,16,4,Clothing,Stole,Credit Card
938,B-25748,224,58,3,Electronics,Phones,UPI
939,B-25976,193,8,4,Clothing,T-shirt,UPI
940,B-25953,87,36,5,Clothing,Stole,Credit Card
941,B-25996,189,4,1,Clothing,Saree,UPI
942,B-25717,55,-33,2,Furniture,Chairs,COD
943,B-25865,85,-1,3,Clothing,Saree,Credit Card
944,B-25959,252,56,2,Electronics,Phones,UPI
945,B-25855,197,73,1,Furniture,Bookcases,COD
946,B-25703,17,-3,2,Clothing,Stole,UPI
947,B-26049,100,28,2,Clothing,Hankerchief,UPI
948,B-25755,80,-19,5,Clothing,Stole,UPI
949,B-26070,75,29,1,Clothing,Trousers,UPI
950,B-25755,26,4,2,Clothing,Saree,UPI
951,B-26047,55,12,5,Clothing,Skirt,COD
952,B-25604,157,5,9,Clothing,Saree,UPI
953,B-25651,200,-60,4,Furniture,Bookcases,UPI
954,B-25983,230,5,2,Clothing,Saree,UPI
955,B-26056,213,-145,3,Furniture,Bookcases,Debit Card
956,B-25940,55,4,2,Clothing,Stole,COD
957,B-25766,220,-19,2,Clothing,Saree,Debit Card
958,B-25935,150,32,3,Clothing,Hankerchief,COD
959,B-25970,203,84,2,Electronics,Printers,UPI
960,B-26053,93,31,3,Electronics,Accessories,UPI
961,B-25947,290,35,6,Clothing,Hankerchief,COD
962,B-25856,48,6,1,Clothing,Saree,COD
963,B-26030,221,35,4,Electronics,Accessories,Debit Card
964,B-26069,55,18,2,Clothing,Kurti,COD
965,B-25653,227,102,8,Electronics,Accessories,Debit Card
966,B-25627,55,-39,4,Clothing,Stole,COD
967,B-25947,207,33,2,Electronics,Accessories,UPI
968,B-25801,64,6,4,Clothing,Saree,COD
969,B-25964,89,6,5,Clothing,Saree,COD
970,B-25950,54,27,2,Clothing,Stole,COD
971,B-25878,84,41,3,Clothing,T-shirt,Credit Card
972,B-25773,209,-21,2,Electronics,Electronic Games,UPI
973,B-26081,79,33,4,Clothing,Stole,UPI
974,B-26027,54,8,4,Clothing,T-shirt,COD
975,B-25967,229,59,9,Clothing,Saree,Debit Card
976,B-25901,158,38,3,Clothing,Hankerchief,UPI
977,B-25951,248,105,2,Electronics,Phones,Debit Card
978,B-25853,199,6,2,Clothing,Saree,UPI
979,B-25923,253,-11,1,Clothing,Trousers,Debit Card
980,B-25793,257,-252,4,Clothing,Saree,Debit Card
981,B-26068,193,33,5,Electronics,Accessories,COD
982,B-26080,109,35,6,Clothing,T-shirt,COD
983,B-25843,214,30,3,Electronics,Accessories,COD
984,B-26002,141,7,7,Clothing,Saree,COD
985,B-25993,201,32,4,Furniture,Furnishings,UPI
986,B-26070,54,12,4,Clothing,Shirt,COD
987,B-25887,83,6,6,Clothing,Shirt,EMI
988,B-25654,54,-3,3,Clothing,Saree,COD
989,B-25898,53,5,3,Clothing,T-shirt,COD
990,B-25664,258,-27,2,Electronics,Phones,Debit Card
991,B-26012,199,8,2,Clothing,Saree,COD
992,B-25979,82,-27,3,Clothing,Kurti,EMI
993,B-26054,139,36,3,Clothing,Stole,COD
994,B-25757,53,15,2,Clothing,Stole,COD
995,B-25623,53,1,4,Clothing,Stole,COD
996,B-25824,101,38,2,Furniture,Furnishings,COD
997,B-25754,262,215,2,Electronics,Printers,Debit Card
998,B-25693,82,-39,5,Clothing,T-shirt,EMI
999,B-25638,154,39,3,Clothing,Hankerchief,COD
1000,B-25922,52,18,2,Clothing,Stole,COD
1001,B-25919,1599,37,6,Electronics,Electronic Games,UPI
1002,B-25989,338,41,7,Clothing,Hankerchief,UPI
1003,B-25999,51,-49,2,Electronics,Electronic Games,COD
1004,B-25661,224,-81,3,Furniture,Chairs,COD
1005,B-26099,207,37,4,Clothing,Hankerchief,COD
1006,B-25866,51,14,2,Clothing,Stole,COD
1007,B-26098,82,8,3,Electronics,Accessories,EMI
1008,B-26062,50,-17,2,Clothing,Stole,COD
1009,B-25761,263,-31,9,Electronics,Electronic Games,Debit Card
